sequence,label
music legend,1
hooked song incredible,1
people hate understand,0
still trending,1
say still two thousand twenty-two,1
two thousand twenty-two still listed faceblowingakisswhiteheart,0
come long way two thousand twenty-two still master piece music,1
believe video almost three billion views insane,0
eleven april two thousand twenty-two okhandwavinghand,1
twelve years long time song full many memories save justin bieber song baby,1
eleven april two thousand twenty-two grinningfacewithsweat,1
thought always minepensiveface,1
thumbsupthumbsupthumbsupthumbsupthumbsup,1
matter anyone says addictive song stop listening upsidedownface,1
kanesmilingfacewithsunglassesvictoryhandindonesiasouthkoreaglobeshowingasiaaustraliacigarette,1
best decade ever,1
eleven april two thousand twenty-two let see many people listening masterpiece,1
wow still,1
april eleven two thousand twenty-two let see many people listening masterpiece,1
legend watching 2022facewithtearsofjoyfacewithtearsofjoy,1
just vibing,1
whoever reading remember jesus loves much,1
with april two thousand twenty-two recall childhood memory let see many people like,1
legendary song,1
wow trend,1
sad reminds one herocomfort character ben ten,0
dude crush blasting school cafeteria walked,1
ea sports game,1
latin version,1
realising drake tinashe video one hundred fourteen,1
eleven april two thousand twenty-two let see many people hearing,1
om twelve years alreadyredheartthis reminds many memories younger agesparkles,1
rappers usually get shot someone else genre much sadder story,0
comment dude like brururururur,1
got take dislikes,0
ludacris literally verse track one talking,0
cringiest song also childhood tym,1
know songthis lotslightlysmilingface,1
even born two thousand ten watching snow two thousand twenty-two,0
nice wo,1
starter,0
whenever,1
hearthandslightskintonehearthandslightskintonehearthandslightskintonehearthandslightskintonehearthandslightskintonehearthandslightskintone,1
check checkmate plzbackhandindexpointingdownbackhandindexpointingdownbackhandindexpointingdown,1
one hundred nineteen sebastian vetted squadron feds,0
came check drake really,1
love job faceblowingakiss,1
two thousand twenty-two believe still listening hilarious song headphone,1
twenty million likes zero dislikes everyone loves song,1
fun factnearly half world know song,1
colombian trap,0
hate justin bieber,0
horrible,0
minutes check new single time patience drops everywhere four hundred eleven chavitheuno chai,1
still freshsmilingfacewithhearteyes,1
baby autotone feat bieber,1
bish someone please explain like many dislikesneutralface,0
nice girl voice,1
sound like ten,1
so,1
stop active comment section never,0
day day day day malone,0
april two thousand twenty-two om,0
justin fiber cool smilingfacewithsunglasses,1
listening masterpiece sixty-seven month still loved,1
song really legendary,1
eleven april two thousand twenty-two let see many people listening masterpiece,1
song super nice love bangladesh bangladeshbangladeshbangladeshbangladeshbangladeshbangladeshbangladeshbangladesh,1
whoever listen song legendsquintingfacewithtongue,1
justin vibe valerie mars litle sprang bay,1
see two thousand twenty-two redhead,1
please exactly one hundred twenty-three subscriber,1
bored love song,1
starstruckstarstruckstarstrucksmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyes,1
ten april two thousand twenty-two,1
hair cut hfhahfhgdabygbagdhqhf sugckabvudbd sigvsnfudbs kobe love,1
life good song came,1
everyone either loves hates song,0
to thirteen year old white boy get ludacris kids bob song,0
jensen think thinkingface,1
lines feat realism freestylevideo please tracksmilingfacewithsunglassessmilingfacewithsunglassessmilingfacewithsunglassessmilingfacewithsunglassessmilingfacewithsunglassesokhandokhandokhandokhandthumbsupthumbsupthumbsupthumbsup,1
think one listening gorgeous song april two thousand twenty-two,1
world ready song,0
ten april two thousand twenty-two,1
one hundred fourteen drake,1
ten april two thousand twenty-two listen legend song handwithfingerssplayedlightskintone,1
song masterpiece lots love india indiaindiaindiaindia,1
one hundred twenty-one drake,1
mi fav song redheartsmilingfacewithhearts,1
two thousand twenty-two may anyone,0
all i latino por ac,1
use dislike buttonthumbsdown,0
ten april,1
song legendary never get bored,1
song never view two hundred seventy-one crore views never got,0
april two thousand twenty-two let see many people listen many people believers,1
justin bieber songs never get tired hearing loudlycryingfacefirefirefire,0
beautiful song justine bieber okhandraisinghands,1
bro song really legend stop listening songsmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyes,1
wow love so going use edit eleven years listen amazing song,1
justin bieber addictzzzzzzzwinkingfacewinkingface,1
amazingredheart,1
move name plus,1
hell,0
time favourite smilingface,1
many people listening song two thousand twenty-two grimacingfaceraisinghands,0
ten april two thousand twenty-two redheartredheartsmilingfacewithsmilingeyesexpressionlessfacesmilingfacewithsmilingeyes,1
love song smilingfacewithheartssmilingfacewithhearteyes,1
surprised kept updating video quality twelve years pretty sure started 240p,1
with april two thousand twenty-two musicalnotes,1
twelve years release still masterpiece best song ever,1
ten april two thousand twenty-two song viral two thousand twenty-two,1
srilankasrilankasrilankasrilankasrilankasrilankasrilankasrilankasrilankasrilankasrilankasrilankaredheart,1
"reply comments two million , one hundred eighty-two thousand twenty-two august",1
wow amazing ellen also hunger time made mummy song,1
see dislikeswhat going people really love justin bieber timeyou,0
great listen time,1
barely noticed drake music video one hundred twenty,1
dreamy three,1
with april two thousand twenty-two let see many still listening song,1
justin bieber favoritesredheart,1
two thousand twenty-two may many legend listening grinningfacewithsweatredheart,1
anyone,1
mast okhandredheartthumbsupthumbsupredheartthumbsupthumbsupredheartthumbsupthumbsupredheartthumbsupthumbsupredheartthumbsupthumbsupredheartthumbsupthumbsupredheartthumbsupthumbsupredheartthumbsup,1
better peaches,1
anyone two thousand twenty-two,1
song masterpiece,1
"one million , forty-two thousand twenty-two watching",0
delicious becomes favorite,1
remember song first came five twelve years since crazy,0
favorite songheartwitharrow,1
let us get ab allredheart,1
listening searching song ten april two thousand twenty-two please like forget thumbs,1
never knew drake,1
think like first time said first time,0
wow,1
sneaky sneaky putting millennial mixtape got push twenty-seven billion view count,1
tutu,1
song never get old,1
song legendary purpleheartpurpleheartwhiteheartsparklingheart,1
love songs,1
hated know good person ad,0
never realise drake thisskull,0
baby baby baby,1
song terrible,0
thank youribbon,1
officially making dislike like,0
wait people actually listen like ironically,0
song beautifulsmilingfacewithsmilingeyessmilingfacewithsmilingeyes really true smilingfacewithhalosmilingfacewithhalo,1
say many thing every time listen number remember good old chill days,1
ith april two thousand twenty-two love,1
knows one,1
justin kid yes wow want,1
go two hundred seven see fell song,0
bear great singer justin bieber,1
years ago used hate look,0
listens two thousand twenty-two redhead yellowheart blueheart purpleheart greenheart,1
ten april two thousand twenty-two let see many legends listening masterpiece song,1
one hundred fifteen ladies gentleman got,1
twelve years later song still hits different truly masterpieces,1
little justin bieber,1
guys know dude stole every middle school girls heart across world,1
meu amor,1
five thought song embarrassed say perseveringfaceperseveringfaceperseveringfaceperseveringfacegrimacingfacegrimacingfacegrimacingfacegrimacingface,0
know listened song one hundred,1
believe drake music video,1
forty-nine,1
love voice smilingfacewithhearteyes,1
smilingfacewithsunglassespartypopperpartypopperfire,1
grinningfacefaceblowingakiss,1
justine bieber je trainee member look like for,0
used hate song like ten years later fucking playlists lol ready back day,1
aoaoaao,1
doubleexclamationmarkdoubleexclamationmarkdoubleexclamationmarkdoubleexclamationmarkdoubleexclamationmarkdoubleexclamationmarkdoubleexclamationmarkdoubleexclamationmarkdoubleexclamationmarkdoubleexclamationmarkdoubleexclamationmarkdoubleexclamationmark,1
vice,1
two thousand twenty-two april tiredface,0
mobalibafiba,1
sass,0
hardest thing small youtube feel wake morning nothing changed channelfacewithmedicalmaskheartsuitheartsuitheartsuitheartsuitheartsuitheartsuitheartsuit,0
miss seeing dislikes loudlycryingfaceloudlycryingfaceloudlycryingface,0
"two hundred two thousand , two hundred forty-nine",1
twelve years ago listening nowfacewithtearsofjoy,1
voice like girl singing,1
let us see many people watching song two thousand twenty-two,1
2022clappinghandscollision love cambodian,1
good old days,1
one hundred fifteen drake facescreaminginfear,0
like first time listening master piece,1
love song starstruckstarstruckstarstruck,1
believe song twelve years old,1
boy happened grown different,0
music crush,1
song everyone know lyrics,1
hi wavinghand,1
let see many people watching april ten two thousand twenty-two,1
forty-five favorite part,1
finally found song long timestarstruck,1
beautify voiceredheart,1
song feels like everything redhead,1
bombad,0
mad mad devil,0
always favrevolvinghearts,1
om love heartexclamationheartexclamationheartexclamation,1
okhandbomb,1
love come india assay,1
came see dislikes,0
making crazy drill remixsmilingfacewithhorns,1
back future,1
fact many people still two thousand twenty-two,1
drake random person vidrollingonthefloorlaughingrollingonthefloorlaughing,0
it april two thousand twenty-two counting many legends listening smilingfacewithsunglasses,0
love each every day,1
song dedicated love shanked single redhead,1
two thousand twenty-two anyone eyeses,1
song making ears bleed,0
little bro likes,1
hate songs,0
ith april two thousand twenty-two,1
love song thumbsupthumbsupthumbsupthumbsupthumbsupthumbsupthumbsup,1
never gets old,1
love song,1
air eight friday,1
babybabybabybabybabybabybabybaby justin bieber,1
really dance party lanes bro lol,1
baby baby baby oh yeah,1
listen song nine april two thousand twenty-two,1
see drake,1
justin bieberredheartking,1
baby baby baby aoaaob,1
dislikesseems like best song,1
time song him like single dislike smilingfacewithhalosmilingfacewithhalo,1
haha time flies fast still remember song heard still junior high school,1
mi justin starstruck,1
telugu fans,1
song legendary,1
believe many views got mean really successful song,1
honestly song bad know many people dislike,1
two thousand twenty-two anyone,1
many tiptoe songs song facewithtearsofjoy,1
reason dislike count hidden,0
totally secretly watching,1
kevin nine april sound tiptoe,1
april ith two thousand twenty-two,1
planetarians not project magic eden moneybags moneymouthface sparrow floor ten sol come foldedhandsfoldedhandsfoldedhands,1
people actually like song,1
kid sounds like girl,1
oh see dislikes,0
good job justin,1
still listened,1
sheeeeeeeeeeeeeeeesh,1
handshake,0
friend carajo loves justin bieber three,1
one greatest song ever,1
so,1
saw shake,0
sure randomly thought song,1
realized two thousand ten twelve year ago,0
love song redheartredheart,1
going back work,1
nauseatedfacenauseatedfacenauseatedfacenauseatedfacenauseatedfacenauseatedfacefacevomitingfacevomitingfacevomitingfacevomitingfacevomitingfacevomitingfacevomitingfacevomitingnauseatedfacenauseatedfacenauseatedfacenauseatedfacenauseatedfacenauseatedfacenauseatedfacenauseatedfacefacevomitingfacevomitingfacevomitingfacevomitingfacevomitingfacevomitingfacevomitingfacevomitingnauseatedfacenauseatedfacenauseatedfacenauseatedfacenauseatedfacenauseatedfacenauseatedfacefacevomitingfacevomitingfacevomitingfacevomitingfacevomitingfacevomitingfacevomitingfacevomitingfacevomitingfacevomitingfacevomitingnauseatedfacenauseatedfacenauseatedfacenauseatedfacenauseatedface,0
bet austin matthews listens games practice,1
know used hate song hearing shawn mended harry styles craze admit justin better,0
outstanding fire,1
song goodthumbsupthumbsupthumbsupthumbsupthumbsupthumbsup,1
spongebob,1
ith april two thousand twenty-two let us see many people hate crapfacewithtearsofjoy,0
idea justin song,0
song least dislikes ever,0
one hundred fifteen drake doin,1
let see many people listening song 2022winkingface,1
frequently come line thought always mine,1
ith april let us see many legends listen masterpiece,1
ah remember hating song internet told,0
eight april two thousand twenty-two,1
anyone else notice fucking drake skullskullskull,1
wow dislikes must great song,1
dislike song youtube it favorite songs smilingfacewithheartssmilingfacewithhearts,1
much indian see amazing song redheartredheartredheart,1
hey student herepersonraisinghandpersonraisinghand come get relief exam stress,1
hub maliakissingfacewithsmilingeyeskissingfacewithsmilingeyeskissingfacewithsmilingeyeskissingfacewithsmilingeyeskissingfacewithsmilingeyeskissingfacewithsmilingeyeskissingfacewithsmilingeyesunicornunicornunicornunicornunicornunicornunicornpigfacepigfacepigfacepigfacepigfacepigface,0
love song redheartredheartfrom cambodian cambodian,1
realised unjustly hated somewhat talent era,0
two thousand twenty-two beamingfacewithsmilingeyesbeamingfacewithsmilingeyes,1
still never fade decade redhead,1
loved song always entire life redheartheartsuitredheartheartsuitredheartheartsuitredheartheartsuitredheartheartsuitredheartheartsuitredheartheartsuitheartsuit,1
twelve years sparklingheartsparklingheart leaving comment month year someone likes get reminded songredheartredheart,1
best song youtube zero dislike,1
inspired song called know love food,1
ith april two thousand twenty-two let see many people listening masterpiece,1
onlyredheartredheart justin,1
april eight two thousand twenty-two eight hundred thirty-six am,1
two thousand twenty-two,1
twelve year sparklespleadingface,1
crazy many people listening masterpiece two thousand twenty-two,1
hi come twelve years futuregrinningface,1
sounds old,0
twelve years passed still song legendary song never gets old,1
corking crooner,1
one hundred fourteen realised drake cheering justin drake cameo song wif,0
hey,1
eight april ko delta kiss ne,1
let see many people listening nostalgic song,1
song good,1
indians listen masterpiece redheartredheart,1
ith april two thousand twenty-two let see many people listening masterpiece,1
treasure treasuretreasure treasuretreasure treasuretreasure treasuretreasure treasure,1
awesome song anywayssmilingfacewithhearteyesredheartredheart,1
say one dislike video it enragedface,0
like baby justin bieber shirt honeymoon,1
use dislike button,1
greenheartblueheartpurpleheart,1
whiteheartbrownheart,0
good right,1
ith april two thousand twenty-two let see many people listening masterpiece,1
justin bieber know wheelchair life finally stood turn music,0
song awesome growingheart,1
years song never gets old,1
anyone else hate dude reason kid skull,0
seven april two thousand twenty-two,1
two april two thousand twenty-two,1
always feel like justin popular good job justin,1
lol yes much agreat songhundredpointsclappinghandsclappinghandsshamrockunitedstatesthumbsup talent,1
great power control theremusicalnotesmusicalnotesmusicalnotesmusicalnotesredheartredheartredheartredheart,1
masterpiece peoplehuggingcollisionsignofthehorns,1
still vibing musicalnotesheadphone,1
ououoooooo,1
yo drake,0
imagine tiptoe song released,1
like song sudden ad,1
like listening two thousand twenty-two backhandindexpointingrightbackhandindexpointingleftsmilingfacewithhearts,1
love job twoyears,1
unbecoming michael jackson,1
twelve years bieber baby,1
want look age chocolate,1
crazy people still relying,0
two thousand twenty-two april,0
know remember justin selena,1
crossedfingerscrossedfingerscrossedfingerscrossedfingerscrossedfingerscrossedfingerscrossedfingerscrossedfingerscrossedfingers,1
like song nice song,1
amoooheartsuitheartsuit,1
hi,1
franjinhaanxiousfacewithsweatanxiousfacewithsweatanxiousfacewithsweat,0
anyone know lil becca line song,1
daysbrokenheartbrokenheartbrokenheartloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingface,0
drake,1
many legends except,1
amazing master piece justin dance song,1
justin bieber song,1
est april two thousand twenty-two let see many people listening masterpiece,1
"seven million , fifty-two thousand twenty-two pleadingface",1
old job sounds like girl days,0
sooo cool job,1
miss perseveringfaceexpressionlessfacebrokenheart,1
april eight anyone still watching,0
ludacris verse banger end good news edit listened nevermind,1
worst music ever seen life,0
doyou came miss childhood,1
ohhhh my gosh know say really love eleven years music past still love,1
baby baby baby ooooh like,1
legend another world smilingfacewithhearteyes,1
two thousand twenty-two song never gets old,1
ith april legends see thisredheartredheart masterpiece,1
would waste dime timeunamusedface,0
idea him dislikes,0
reminder survived,1
wait drake,0
two thousand twenty-two facewithtearsofjoyfacewithtearsofjoy,1
listen song cuz heard mario yoshi version lol oh nostalgia lol,1
xdxdxdxdxdxd old,1
checkmarkbuttonfirewheelchairsymbol by,0
let see many indians seeing still nowhighvoltageredheart,1
remastered ok om never thought day would happen,1
facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,1
like twelve facewithtearsofjoy,0
lovepleadingfacepleadingfacepleadingfacepleadingface,1
special thank commented twelve years ago,1
love bebe love one hundred,1
love song headphoneredheart,1
song cause harm body couid,0
wait wif drake one hundred fourteen noticed twelve years,0
never say never come back vid,1
good old day,1
song awesome hand,1
love song,1
two hundred thirteen luna,1
two thousand twenty-two aprilredheart joyitacryingfaceredheart,1
exist,0
annoying song,0
live,1
live,1
mine,1
justin please,1
wish baby,0
job heartsuitheartsuit,1
daily going sleepredheartsparkles,1
wow love song much,1
first heard song radio thought katy perry today years old found justin bieberkissingfacewithclosedeyesnailpolish,1
crush first idoltwohearts,1
seven april twenty-two mark presence,1
ith april two thousand twenty-two let us see many people listening masterpiece,1
amazing justin bieber song perfect,1
seven my,1
her baba,1
amazing song one word awesome please look hate comments ignore,1
else watching seven april two thousand twenty-two smilingfacewithopenhands,0
baby,1
seven april let see many people watching,1
anyone two thousand twenty-two redhead,1
miss 2015sneezingfacesneezingfacesneezingface,0
put,1
boyfriends girlfriend,1
eyemoutheye,1
came justin stayed dake,1
nice slightlysmilingface,1
hoi,1
justin bieber new videos songs,1
nice song love,1
two thousand twenty-two,1
drake songfacewithtearsofjoy,1
twelve years later comment section still going strong love see,1
bro,1
legends april two thousand twenty-two,1
emo,0
good singer better michael jackson my forever king pop,0
least listen song ten fifteen times day,1
lyrics,0
few song,1
twenty million like facewithopenmouth,1
drake,0
really masterpieceheartsuitheartsuitheartsuitheartsuit,1
wow twenty-two billion views,1
mohammed six hassan eleven,0
la allah la shitcan,0
la mohammed la mecca,1
many love girl redhead,1
ask likes,1
justin bieber origins psi,1
stan twice,1
april seven two thousand twenty-two,1
billion becomes joke song gets famous indiafacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,0
love song bro heartexclamationtaceng song,1
love justinredheartredheartredheartredheartredheartredheart,1
twelve years still love listen love song idol justin biebergrowingheart,1
twenty-seven billion views though crazy,0
job like my upside my black white job white black,0
twelve yrs passed view one due selena,1
cover justin bieber love cover,1
zero,0
nice song thumbsupokhand,1
guys friend going mental health crisis drop like show support able get itfrowningfaceredheart,1
thought would always mine,1
latinos,1
posted days valentines daygrinningfacewithsweatgrinningsquintingfacegrinningsquintingface,1
gay,0
ith april two thousand twenty-two,1
playing funeral guys invited,0
love song forever,1
babybabyangellightskintone,1
love twoyears song muchtwoheartstwoheartstwoheartstwoheartstwoheartstwoheartstwoheartstwoheartstwoheartstwoheartstwoheartstwoheartstwoheartshibiscushibiscushibiscushibiscushibiscushibiscustwoheartstwoheartstwoheartstwoheartstwoheartstwoheartshibiscushibiscushibiscushibiscushibiscustwoheartstwoheartstwoheartstwoheartstwoheartshibiscushibiscustwoheartstwoheartstwoheartstwoheartstwoheartstwoheartshibiscushibiscushibiscushibiscushibiscushibiscushibiscushibiscushibiscustwoheartstwoheartstwoheartshibiscushibiscushibiscushibiscustwoheartstwoheartstwoheartshibiscushibiscushibiscushibiscushibiscustwoheartstwoheartstwoheartstwoheartshibiscushibiscushibiscushibiscushibiscushibiscustwoheartstwoheartstwoheartstwoheartshibiscushibiscushibiscushibiscushibiscushibiscus,1
wif bro drake minute one hundred fifteen,0
one hundred fourteen three,1
drake video lao,1
horace,1
justin hitting different honest,1
love vids wow love,1
song use tell hubby pregnant,1
listening two thousand twenty-two,1
smilingfacewithhornssmilingfacewithhornssmilingfacewithhornssmilingfacewithhornssmilingfacewithhornssmilingfacewithhornssmilingfacewithhorns,1
om still love young justin,1
wish old songs like playing radio,1
mardi werewolf,1
shitcan flies conflict zone game,0
justin bieber,1
longer die,1
it,1
nah still trash,0
thei,1
people hate song like good,1
heart,1
shel optelsom samenpersing drivel onwereld,1
smell,1
let see many legends watching masterpiece redhead,1
nova phone songs redhead,1
one noticed drakethinkingfacerollingonthefloorlaughingrollingonthefloorlaughing,0
haitihaitihaitihaiti,0
breakthrough legend,1
seen est time video keypad phone,1
nice bro favorite songs,1
six april two thousand twenty-two redhead,1
like it,1
realize kids today probably view song viewed want way backstreet boys,0
wow song twenty million likessurely nobody hates song,1
one listening two thousand twenty-two,1
125x speed,1
aowowowoworedheartredheartredheartredheartredheartredheartredheart,1
two thousand twenty-two still hear enjoy vibesrelievedfacerelievedfacerelievedface,1
aga bepensivefaceyawningface,1
neutralfaceneutralface,0
ith april two thousand twenty-two let check many people listening masterpiece,1
cambodian cambodian love song much redheartredheartcambodia,1
believe drake,1
orangeheartorangeheartorangeheart,1
justin bieber lot haters decade ago listening songs lol,0
listener 2022glowingstarapril,1
twelve years,0
alto fringe,1
garcia eu na quinoa sari pertubando menial ask,1
saw drake facewithtearsofjoy,0
going hit ab pretty soon may alive till good wishes advance,1
olga eu aqui sparklingheart,1
justin bieber cute thumbs,1
damn justin bieber big change,0
with drake grinningsquintingface,0
ee sala cup name rcbsmilingfacewithhearteyes,1
want kill loving song teenager,0
love i,1
let us see comment section still active,1
listening 2022smilingfacewithhearteyessmilingfacewithhearteyes,1
legends come every time,1
oh him likes song must good,1
came see balance likes dislikes,0
super anna,1
sia si wagon kook anyting glut,1
smilingcatwithhearteyessmilingcatwithhearteyesredhearthotfacering,1
hate girl facevomitingfacevomitingfacevomiting,0
still listeningredheart,1
two thousand twenty-two still guitarbaby,1
add,1
zero bad words zero violence zero drugs one hundred good song,1
watch two thousand twenty-two,1
outstanding love song,1
music cringe,0
happy newer year two thousand twenty-two listen ear like song growingheartfaceblowingakiss,1
childhood famous song fire,0
crazy many people two thousand twenty-two return listen legendary song victoryhandvictoryhandvictoryhand,1
like song,1
six april two thousand twenty-two sis,1
wow him likes dislikes must well received,1
bro sounds like girl skullskull,1
legendary redheartfire,1
favourite song ever,1
song still famous til day,1
whose listening two thousand twenty-six yellowheart,1
watch song forever,1
twelve years realizing drake video,1
mahna please see love,1
like excellent songs justin bieber,1
listening two thousand twenty-two,1
couple haram,1
ultra legend watching 2022facewithtearsofjoy,1
love always justin redhead,1
stop bullshit,0
ith april two thousand twenty-two still watching masterpiece,1
fun factdrake video,1
best,1
april two thousand twenty-two still obsessed song,1
heard roller skating rink epic loved redheartredheartredheartredheartredheartredheartredheartredheartredheartpurpleheartpurpleheartpurpleheartpurpleheart,1
damn twelve years ago,0
little going cry love much,1
smilingfacewithheartssmilingfacewithheartsredheartredheart,1
sow wen subs lol,1
april 2022redheart,1
"six million , forty-two thousand twenty-two",1
friends jealous sitting justin making six figures age thirteen,1
freaks like thirteen still internet time,0
big fan hearing,1
brruhhhh twenty-seven billion two thousand twenty-two,1
eight years old song came singing top lungs growing wonderful,1
breaking records,1
hello twelve years great taste music,1
alive song twelve yrs ago,1
song dislike must good,1
understand,0
copyright video lol,0
please like absolute banger,1
april two thousand twenty-two let see many legends listening masterpiece thumbsupthumbsupheartexclamationheartexclamation,1
use dislike button,1
man never retold winkingface,1
time crush song world baby victoryhand2022,1
used disliked video youtube dislikes exist lao,0
love song forever many memories,1
certified hood classic,1
song many people absolutely refused acknowledge loved public rollingonthefloorlaughing,0
have,1
ok wif,0
first music english knew thanks music realized music english favorite thank justin bieber,1
pimping beat fire,0
fun fact twelve year comments still,1
song small special place heart redhead,1
awesome find kind,1
awesome going,1
awesome matter time,1
awesome friends wants lot fun,1
discover ten years later drake one hundred fourteen,1
twenty-seven billion views wow,1
two thousand twenty known drake seen video,0
justin probably threatened youtube hide dislike amount video,0
sad see many dislikes song,0
justin fan song masterpiece,1
let honest justin bieber owned world days song,1
love srilanka srilanka heartonfire,1
love songs,1
twelve yr ago two thousand twenty-two,1
fun fact used watch everyday nine rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughing,1
it air two thousand twenty-two still always hear song since childhood still goin'on,1
two thousand twenty-two,1
fact corona still comment section alive heartexclamationblueheart,1
two thousand twenty-two oh godcannot stoploudlycryingface,0
pakistansouthkorea,0
let see many people listening legendary songhotface,1
two thousand fifty let us see listeningvictoryhand,1
like ten rhis,0
fav song,1
dint understand english came understand still vibe language matter,1
facewithtonguefacewithtongue,1
first guy loved seenoevilmonkeyredheart,1
superb song,1
justin soo fine,1
faceholdingbacktearssmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyes,1
bad grinningfacewithsweat bad,0
porque dice baby,0
joey,1
one hundred fourteen drake left,1
wow best song foreversmilingfacewithhearteyessmilingfacewithhearteyes,1
best song,1
hamate music,1
song never gets old purpleheartredheart,1
funny,1
ivy tino twenty-two,1
relax centralramadan start please singing,0
goofy ayah light,1
like srilanka,1
ten years much love loyalty redheartfoldedhands,1
eleven million dislikes,0
glowingstaruse comment dislike buttonglowingstar,0
use dislike button thumbsdown,0
fifty-four listen music justin,1
watching though slightlysmilingface,1
job grow fast,1
video merit hiding dislike button,0
twelve year later everyone grownsmilingfacewithhearteyes still feels like yesterday song,1
miss two thousand ten kid,0
love india india,1
favourite song redheartredheartredheartredheartdizzy,1
lucky found five million comments redheartredheart,1
came watching charles stockman,1
song literally lives forever heartsredheart thank much justin wonderful songdizzy,1
lovethesong twoheartsrosesmilingfacewithheartssmilingfacewithhearts,1
angryfacewithhornssmilingfacewithhornsalienmonsterwomanwithheadscarfmediumskintonemansupervillainmediumlightskintone,1
amsmilingfacewithsunglasses ko arizona happy grinningfacewithbigeyes happy justice love redhead smilingfacewithsunglassesangryfacewithhornssmilingfacewithhornsalienmonster,1
hearts justin bieber amazing song amazing voice teenage,1
two thousand twenty-two stillsmilingfacewithhearteyes,1
like thumbsupthumbsupthumbsup,1
five april 2022fireheartwithribbon,1
two thousand twenty-two song legendary redhead love indiaindiaredheartredheart,1
grate job best one yet,1
daniel gay,1
still alive,1
love song growingheart giving happiness,1
watch two thousand twenty-two,1
twelve years ago dang nice slightlysmilingface,1
song always going fire prove wrong,1
two thousand twenty-two let see many legends watching,1
think justin bieber voice line real voice line,0
favourite song redheartredheart,1
"five million , forty-two thousand twenty-two",1
back justin looked like lesbian,0
favorite song smilingfacewithhearteyes,1
hey bieber nice songs,1
plot twist reason show dislikes justin bieber erased info,0
cuz youtube dislike gone one talks comment facewithtearsofjoy,0
sexual harassment cancel justin ratio,0
twelve years agoperseveringface,1
song kind voodoo butter,1
hay i,1
getting olderwomanfacepalmingmediumlightskintonewomanfacepalmingmediumlightskintone,0
after years vibe twoyears,1
believe never noticed drake one hundred twenty,1
sounds like every eleven year old fortunate skull,0
hate evil injustice bullies gangspigscops corrupt governments love good people girls,0
justin bieber highest liked song baby highest disliked song baby,1
wizard,1
yes never set wor,1
2022redheartsmilingfacewithsunglasses,1
body 2022facewithtearsofjoy,0
song still hits day loudlycryingface,0
believe disliked song,0
dislikes likes,0
two thousand twenty-two smilingfacewithheartssmilingfacewithheartstunisia,1
diarrhea sounds better,0
tik tok challenge,1
come people still commenting long clappinghands,0
two thousand twenty-two still one favoritesmilingfacewithhearteyes redhead,1
twelve years later heard drake video see true one hundred twenty-one,1
devine,1
listening april two thousand twenty-two,1
thia song good,1
rat far rat,0
de elohim heaven nicks german,1
sex hidden sara,0
han out ha meek budiekul gotta,1
oh yeah bieber boy,1
sour taimegrinningface,1
good luck,1
one hundred twenty-one drake,1
twelve years people still commenting zero absolutely mad,0
really liked,1
nice song,1
already twelve years still litloudlycryingfaceredheart,0
listen masterpiece two thousand twenty-two,1
legend watch two thousand twenty-two facewithtearsofjoygrinningfacewithsweat,1
fun fact legends watching twelve years ago,1
sxcvvh aj baby baby baby,1
call starstruckstarstruckstarstruck masterpiece,1
twelve years else,1
babyfacewithtearsofjoypleadingfacegrowingheart,1
one hour silence came check dislikes thumbsdown,0
fun faction twelve years old,1
son love food food best friend,1
feel song,1
music video released nine days birthfacewithtearsofjoysmilingfacewithhalosmilingfacewithheartsgrinningfacewithsweat,1
soooo cute girl video,1
babyangelairplanearrivalhourglassnotdone babyangel is baggageclaim highvoltagehighvoltage,1
better song right,1
two thousand twenty-two still watching,1
fun fuck twelve years goes song never getting old,1
justin everstarstruckstarstruck,0
twelve freakin years,1
justin bieber come malaysia piss,1
indo two thousand twenty-two,1
